cohort,date,age,dayofyear,lengthmm,river,age_class
1997,1997-11-23,337,327,68.0,Roug,0
1997,1997-11-23,337,327,70.0,Roug,0
1997,1997-11-25,339,329,68.0,Roug,0
1997,1997-12-08,352,342,71.0,Roug,0
1997,1997-12-08,352,342,60.0,Roug,0
1997,1997-12-09,353,343,72.0,Roug,0
1997,1997-12-10,354,344,72.0,Roug,0
1997,1997-12-12,356,346,73.0,Roug,0
1997,1997-12-16,360,350,58.0,Roug,0
1997,1997-12-30,374,364,67.0,Roug,0
1997,1998-01-06,381,6,70.0,Roug,1
1997,1998-01-06,381,6,69.0,Roug,1
1997,1998-01-06,381,6,64.0,Roug,1
1997,1998-01-06,381,6,73.0,Roug,1
1997,1998-01-06,381,6,68.0,Roug,1
1997,1998-01-06,381,6,68.0,Roug,1
1997,1998-01-06,381,6,75.0,Roug,1
1997,1998-01-06,381,6,80.0,Roug,1
1997,1998-01-06,381,6,63.0,Roug,1
1997,1998-01-06,381,6,75.0,Roug,1
1997,1998-01-12,387,12,75.0,Roug,1
1997,1998-01-15,390,15,75.0,Roug,1
1997,1998-01-16,391,16,66.0,Roug,1
1997,1998-01-16,391,16,73.0,Roug,1
1997,1998-01-19,394,19,65.0,Roug,1
1997,1998-01-20,395,20,73.0,Roug,1
1997,1998-01-30,405,30,77.0,Roug,1
1997,1998-01-30,405,30,75.0,Roug,1
1997,1998-02-02,408,33,77.0,Roug,1
1997,1998-02-09,415,40,67.0,Roug,1
1997,1998-03-02,436,61,71.0,Roug,1
1997,1998-03-02,436,61,75.0,Roug,1
1997,1998-03-02,436,61,62.0,Roug,1
1997,1998-03-09,443,68,65.0,Roug,1
1997,1998-03-23,457,82,59.0,Roug,1
1997,1998-03-25,459,84,79.0,Roug,1
1997,1998-03-27,461,86,79.0,Roug,1
1997,1998-03-29,463,88,80.0,Roug,1
1997,1998-04-06,471,96,90.0,Roug,1
1997,1998-04-20,485,110,90.0,Roug,1
1997,1998-05-07,502,127,86.0,Roug,1
1997,1998-05-08,503,128,89.0,Roug,1
1997,1998-05-11,506,131,93.0,Roug,1
1997,1998-05-11,506,131,96.0,Roug,1
1997,1998-06-11,537,162,115.0,Roug,1
1997,1998-08-10,597,222,132.0,Roug,1
1997,1998-08-10,597,222,131.0,Roug,1
1997,1998-08-10,597,222,127.0,Roug,1
1997,1998-08-10,597,222,129.0,Roug,1
1997,1998-08-10,597,222,117.0,Roug,1
1997,1998-08-10,597,222,124.0,Roug,1
1997,1998-08-10,597,222,127.0,Roug,1
1997,1998-08-10,597,222,114.0,Roug,1
1997,1998-08-10,597,222,129.0,Roug,1
1997,1998-08-17,604,229,127.0,Roug,1
1997,1998-08-17,604,229,132.0,Roug,1
1997,1998-08-17,604,229,114.0,Roug,1
1997,1998-08-17,604,229,119.0,Roug,1
1997,1998-08-17,604,229,117.0,Roug,1
1997,1998-08-18,605,230,122.0,Roug,1
1997,1998-08-20,607,232,121.0,Roug,1
1997,1998-08-25,612,237,117.0,Roug,1
1997,1998-08-25,612,237,123.0,Roug,1
1997,1998-08-27,614,239,127.0,Roug,1
1997,1998-09-01,619,244,125.0,Roug,1
1997,1998-09-02,620,245,126.0,Roug,1
1997,1998-09-02,620,245,115.0,Roug,1
1997,1998-09-10,628,253,129.0,Roug,1
1997,1998-09-10,628,253,121.0,Roug,1
1997,1998-09-11,629,254,121.0,Roug,1
1997,1998-09-11,629,254,123.0,Roug,1
1997,1998-09-11,629,254,111.0,Roug,1
1997,1998-09-11,629,254,123.0,Roug,1
1997,1998-10-19,667,292,124.0,Roug,1
1997,1998-10-19,667,292,132.0,Roug,1
1997,1998-10-19,667,292,126.0,Roug,1
1997,1998-10-19,667,292,117.0,Roug,1
1997,1998-10-19,667,292,96.65,Roug,1
1997,1998-10-22,670,295,125.0,Roug,1
1997,1998-10-22,670,295,87.8,Roug,1
1997,1998-10-22,670,295,87.86,Roug,1
1997,1998-10-22,670,295,87.69,Roug,1
1997,1998-10-22,670,295,89.01,Roug,1
1997,1998-10-27,675,300,91.22,Roug,1
1997,1998-10-30,678,303,94.83,Roug,1
1997,1998-10-30,678,303,122.0,Roug,1
1997,1998-10-30,678,303,93.85,Roug,1
1997,1998-10-30,678,303,124.0,Roug,1
1997,1998-10-30,678,303,92.83,Roug,1
1997,1998-10-30,678,303,91.64,Roug,1
1997,1998-10-30,678,303,89.17,Roug,1
1997,1998-10-30,678,303,91.49,Roug,1
1997,1998-11-04,683,308,90.72,Roug,1
1997,1998-11-04,683,308,108.0,Roug,1
1997,1998-11-05,684,309,89.9,Roug,1
1997,1998-11-23,702,327,132.0,Roug,1
1997,1998-11-23,702,327,117.0,Roug,1
1997,1998-11-25,704,329,89.55,Roug,1
1997,1998-11-25,704,329,115.0,Roug,1
1997,1998-11-26,705,330,88.77,Roug,1
1997,1998-11-27,706,331,141.0,Roug,1
1997,1998-11-30,709,334,131.0,Roug,1
1997,1998-11-30,709,334,128.0,Roug,1
1997,1998-11-30,709,334,119.0,Roug,1
1997,1998-11-30,709,334,92.04,Roug,1
1997,1998-11-30,709,334,135.0,Roug,1
1997,1998-11-30,709,334,103.94,Roug,1
1997,1998-11-30,709,334,121.0,Roug,1
1997,1998-11-30,709,334,136.0,Roug,1
1997,1998-11-30,709,334,91.99,Roug,1
1997,1998-11-30,709,334,123.0,Roug,1
1997,1998-11-30,709,334,134.0,Roug,1
1997,1998-11-30,709,334,133.0,Roug,1
1997,1998-12-01,710,335,144.0,Roug,1
1997,1998-12-01,710,335,137.0,Roug,1
1997,1998-12-02,711,336,99.0,Roug,1
1997,1998-12-02,711,336,123.0,Roug,1
1997,1998-12-03,712,337,136.0,Roug,1
1997,1998-12-04,713,338,92.78,Roug,1
1997,1998-12-07,716,341,103.97,Roug,1
1997,1998-12-07,716,341,88.22,Roug,1
1997,1998-12-07,716,341,96.28,Roug,1
1997,1998-12-07,716,341,90.21,Roug,1
1997,1998-12-07,716,341,90.49,Roug,1
1997,1998-12-07,716,341,108.64,Roug,1
1997,1998-12-09,718,343,136.0,Roug,1
1997,1998-12-09,718,343,125.0,Roug,1
1997,1998-12-09,718,343,111.0,Roug,1
1997,1998-12-09,718,343,110.0,Roug,1
1997,1998-12-09,718,343,110.0,Roug,1
1997,1998-12-10,719,344,103.96,Roug,1
1997,1998-12-11,720,345,127.0,Roug,1
1997,1998-12-14,723,348,128.0,Roug,1
1997,1998-12-14,723,348,132.0,Roug,1
1997,1998-12-14,723,348,134.0,Roug,1
1997,1998-12-14,723,348,125.0,Roug,1
1997,1998-12-14,723,348,134.0,Roug,1
1997,1998-12-14,723,348,130.0,Roug,1
1997,1998-12-14,723,348,123.0,Roug,1
1997,1998-12-14,723,348,143.0,Roug,1
1997,1998-12-15,724,349,94.88,Roug,1
1997,1998-12-15,724,349,116.0,Roug,1
1997,1998-12-15,724,349,132.0,Roug,1
1997,1998-12-15,724,349,131.0,Roug,1
1997,1998-12-15,724,349,147.0,Roug,1
1997,1998-12-15,724,349,122.0,Roug,1
1997,1998-12-15,724,349,122.0,Roug,1
1997,1998-12-15,724,349,117.0,Roug,1
1997,1998-12-15,724,349,125.0,Roug,1
1997,1998-12-16,725,350,89.27,Roug,1
1997,1998-12-16,725,350,132.0,Roug,1
1997,1998-12-16,725,350,124.0,Roug,1
1997,1998-12-16,725,350,132.0,Roug,1
1997,1998-12-16,725,350,123.0,Roug,1
1997,1998-12-16,725,350,120.0,Roug,1
1997,1998-12-16,725,350,119.0,Roug,1
1997,1998-12-16,725,350,127.0,Roug,1
1997,1998-12-17,726,351,114.0,Roug,1
1997,1998-12-17,726,351,123.0,Roug,1
1997,1998-12-17,726,351,121.0,Roug,1
1997,1998-12-17,726,351,138.0,Roug,1
1997,1998-12-17,726,351,138.0,Roug,1
1997,1998-12-18,727,352,129.0,Roug,1
1997,1998-12-18,727,352,115.0,Roug,1
1997,1998-12-18,727,352,112.0,Roug,1
1997,1998-12-21,730,355,133.0,Roug,1
1997,1998-12-21,730,355,130.0,Roug,1
1997,1998-12-21,730,355,88.37,Roug,1
1997,1998-12-21,730,355,114.0,Roug,1
1997,1998-12-21,730,355,113.0,Roug,1
1997,1998-12-21,730,355,103.67,Roug,1
1997,1998-12-21,730,355,134.0,Roug,1
1997,1998-12-21,730,355,132.0,Roug,1
1997,1998-12-21,730,355,128.0,Roug,1
1997,1998-12-21,730,355,117.0,Roug,1
1997,1998-12-21,730,355,115.0,Roug,1
1997,1998-12-21,730,355,116.0,Roug,1
1997,1998-12-21,730,355,118.0,Roug,1
1997,1998-12-21,730,355,119.0,Roug,1
1997,1998-12-21,730,355,124.0,Roug,1
1997,1998-12-21,730,355,121.0,Roug,1
1997,1998-12-21,730,355,135.0,Roug,1
1997,1998-12-21,730,355,110.0,Roug,1
1997,1998-12-21,730,355,119.0,Roug,1
1997,1998-12-21,730,355,123.0,Roug,1
1997,1998-12-21,730,355,118.0,Roug,1
1997,1998-12-22,731,356,117.0,Roug,1
1997,1998-12-30,739,364,98.38,Roug,1
1997,1998-12-30,739,364,127.0,Roug,1
1997,1998-12-31,740,365,99.16,Roug,1
1997,1998-12-31,740,365,107.3,Roug,1
1997,1998-12-31,740,365,89.54,Roug,1
1997,1998-12-31,740,365,104.5,Roug,1
1997,1999-01-05,745,5,115.0,Roug,2
1997,1999-01-05,745,5,121.0,Roug,2
1997,1999-01-05,745,5,112.0,Roug,2
1997,1999-01-05,745,5,101.07,Roug,2
1997,1999-01-06,746,6,88.82,Roug,2
1997,1999-01-06,746,6,91.21,Roug,2
1997,1999-01-06,746,6,89.71,Roug,2
1997,1999-01-08,748,8,142.0,Roug,2
1997,1999-01-08,748,8,150.0,Roug,2
1997,1999-01-11,751,11,120.0,Roug,2
1997,1999-01-11,751,11,97.74,Roug,2
1997,1999-01-11,751,11,91.21,Roug,2
1997,1999-01-11,751,11,109.74,Roug,2
1997,1999-01-11,751,11,100.81,Roug,2
1997,1999-01-11,751,11,91.46,Roug,2
1997,1999-01-13,753,13,113.19,Roug,2
1997,1999-01-19,759,19,123.0,Roug,2
1997,1999-01-19,759,19,92.98,Roug,2
1997,1999-01-29,769,29,97.69,Roug,2
1997,1999-02-03,774,34,112.35,Roug,2
1997,1999-02-03,774,34,105.79,Roug,2
1997,1999-02-03,774,34,97.48,Roug,2
1997,1999-02-04,775,35,104.12,Roug,2
1997,1999-02-04,775,35,99.71,Roug,2
1997,1999-02-04,775,35,107.02,Roug,2
1997,1999-02-04,775,35,95.26,Roug,2
1997,1999-02-05,776,36,98.94,Roug,2
1997,1999-02-05,776,36,99.33,Roug,2
1997,1999-02-08,779,39,96.41,Roug,2
1997,1999-02-10,781,41,101.15,Roug,2
1997,1999-02-15,786,46,103.42,Roug,2
1997,1999-02-16,787,47,98.06,Roug,2
1997,1999-02-19,790,50,108.52,Roug,2
1997,1999-02-19,790,50,125.0,Roug,2
1997,1999-02-19,790,50,103.47,Roug,2
1997,1999-02-19,790,50,125.0,Roug,2
1997,1999-02-19,790,50,136.0,Roug,2
1997,1999-02-19,790,50,132.0,Roug,2
1997,1999-02-19,790,50,131.0,Roug,2
1997,1999-02-22,793,53,106.73,Roug,2
1997,1999-02-22,793,53,108.28,Roug,2
1997,1999-02-22,793,53,101.72,Roug,2
1997,1999-02-22,793,53,110.24,Roug,2
1997,1999-03-01,800,60,128.0,Roug,2
1997,1999-03-03,802,62,117.0,Roug,2
1997,1999-03-08,807,67,107.93,Roug,2
1997,1999-03-08,807,67,133.0,Roug,2
1997,1999-03-15,814,74,117.0,Roug,2
1997,1999-03-15,814,74,126.0,Roug,2
1997,1999-03-15,814,74,109.03,Roug,2
1997,1999-03-15,814,74,113.0,Roug,2
1997,1999-03-15,814,74,131.0,Roug,2
1997,1999-03-15,814,74,115.0,Roug,2
1997,1999-03-15,814,74,120.0,Roug,2
1997,1999-03-16,815,75,126.0,Roug,2
1997,1999-03-18,817,77,106.73,Roug,2
1997,1999-03-18,817,77,100.95,Roug,2
1997,1999-03-18,817,77,97.15,Roug,2
1997,1999-03-18,817,77,104.56,Roug,2
1997,1999-03-18,817,77,107.73,Roug,2
1997,1999-03-22,821,81,99.57,Roug,2
1997,1999-03-22,821,81,96.81,Roug,2
1997,1999-03-22,821,81,101.29,Roug,2
1997,1999-03-22,821,81,98.58,Roug,2
1997,1999-03-22,821,81,99.44,Roug,2
1997,1999-03-22,821,81,111.95,Roug,2
1997,1999-03-22,821,81,101.63,Roug,2
1997,1999-03-23,822,82,104.91,Roug,2
1997,1999-03-23,822,82,132.0,Roug,2
1997,1999-03-23,822,82,107.59,Roug,2
1997,1999-03-23,822,82,130.0,Roug,2
1997,1999-03-23,822,82,111.0,Roug,2
1997,1999-03-23,822,82,107.61,Roug,2
1997,1999-03-23,822,82,116.0,Roug,2
1997,1999-03-23,822,82,116.0,Roug,2
1997,1999-03-23,822,82,131.0,Roug,2
1997,1999-03-23,822,82,124.0,Roug,2
1997,1999-03-23,822,82,126.0,Roug,2
1997,1999-03-23,822,82,97.38,Roug,2
1997,1999-03-23,822,82,118.0,Roug,2
1997,1999-03-23,822,82,102.8,Roug,2
1997,1999-03-23,822,82,123.0,Roug,2
1997,1999-03-23,822,82,123.0,Roug,2
1997,1999-03-23,822,82,109.36,Roug,2
1997,1999-03-23,822,82,104.73,Roug,2
1997,1999-03-23,822,82,100.2,Roug,2
1997,1999-03-23,822,82,100.09,Roug,2
1997,1999-03-23,822,82,109.3,Roug,2
1997,1999-03-24,823,83,110.0,Roug,2
1997,1999-03-24,823,83,126.0,Roug,2
1997,1999-03-24,823,83,98.31,Roug,2
1997,1999-03-24,823,83,101.6,Roug,2
1997,1999-03-24,823,83,98.22,Roug,2
1997,1999-03-24,823,83,106.08,Roug,2
1997,1999-03-25,824,84,106.13,Roug,2
1997,1999-03-26,825,85,110.0,Roug,2
1997,1999-03-26,825,85,145.0,Roug,2
1997,1999-03-29,828,88,144.0,Roug,2
1997,1999-03-29,828,88,115.0,Roug,2
1997,1999-03-29,828,88,115.0,Roug,2
1997,1999-03-29,828,88,143.0,Roug,2
1997,1999-03-29,828,88,132.0,Roug,2
1997,1999-03-29,828,88,104.33,Roug,2
1997,1999-03-29,828,88,138.0,Roug,2
1997,1999-03-29,828,88,139.0,Roug,2
1997,1999-03-29,828,88,115.0,Roug,2
1997,1999-03-29,828,88,146.0,Roug,2
1997,1999-03-29,828,88,101.45,Roug,2
1997,1999-03-29,828,88,135.0,Roug,2
1997,1999-03-29,828,88,133.0,Roug,2
1997,1999-03-29,828,88,145.0,Roug,2
1997,1999-03-29,828,88,98.51,Roug,2
1997,1999-03-29,828,88,132.0,Roug,2
1997,1999-03-29,828,88,115.0,Roug,2
1997,1999-03-29,828,88,122.0,Roug,2
1997,1999-03-29,828,88,132.0,Roug,2
1997,1999-03-29,828,88,140.0,Roug,2
1997,1999-03-29,828,88,126.0,Roug,2
1997,1999-03-29,828,88,152.0,Roug,2
1997,1999-03-29,828,88,128.0,Roug,2
1997,1999-03-29,828,88,115.0,Roug,2
1997,1999-03-29,828,88,130.0,Roug,2
1997,1999-03-29,828,88,124.0,Roug,2
1997,1999-03-29,828,88,126.0,Roug,2
1997,1999-03-29,828,88,124.0,Roug,2
1997,1999-03-29,828,88,124.0,Roug,2
1997,1999-03-30,829,89,106.06,Roug,2
1997,1999-03-30,829,89,101.05,Roug,2
1997,1999-04-01,831,91,106.63,Roug,2
1997,1999-04-01,831,91,115.0,Roug,2
1997,1999-04-01,831,91,133.0,Roug,2
1997,1999-04-01,831,91,105.42,Roug,2
1997,1999-04-01,831,91,108.0,Roug,2
1997,1999-04-01,831,91,141.0,Roug,2
1997,1999-04-01,831,91,119.0,Roug,2
1997,1999-04-01,831,91,105.43,Roug,2
1997,1999-04-01,831,91,124.0,Roug,2
1997,1999-04-01,831,91,125.0,Roug,2
1997,1999-04-01,831,91,122.0,Roug,2
1997,1999-04-01,831,91,132.0,Roug,2
1997,1999-04-01,831,91,121.0,Roug,2
1997,1999-04-01,831,91,114.0,Roug,2
1997,1999-04-01,831,91,119.0,Roug,2
1997,1999-04-01,831,91,142.0,Roug,2
1997,1999-04-01,831,91,112.0,Roug,2
1997,1999-04-01,831,91,108.0,Roug,2
1997,1999-04-01,831,91,157.0,Roug,2
1997,1999-04-01,831,91,132.0,Roug,2
1997,1999-04-01,831,91,108.0,Roug,2
1997,1999-04-01,831,91,130.0,Roug,2
1997,1999-04-01,831,91,110.0,Roug,2
1997,1999-04-01,831,91,118.0,Roug,2
1997,1999-04-01,831,91,102.64,Roug,2
1997,1999-04-01,831,91,109.0,Roug,2
1997,1999-04-01,831,91,109.0,Roug,2
1997,1999-04-01,831,91,129.0,Roug,2
1997,1999-04-01,831,91,110.0,Roug,2
1997,1999-04-06,836,96,152.0,Roug,2
1997,1999-04-06,836,96,135.0,Roug,2
1997,1999-04-06,836,96,109.0,Roug,2
1997,1999-04-06,836,96,131.0,Roug,2
1997,1999-04-06,836,96,119.0,Roug,2
1997,1999-04-06,836,96,109.0,Roug,2
1997,1999-04-06,836,96,103.58,Roug,2
1997,1999-04-06,836,96,108.0,Roug,2
1997,1999-04-06,836,96,112.0,Roug,2
1997,1999-04-06,836,96,118.0,Roug,2
1997,1999-04-06,836,96,135.0,Roug,2
1997,1999-04-06,836,96,135.0,Roug,2
1997,1999-04-06,836,96,113.0,Roug,2
1997,1999-04-06,836,96,130.0,Roug,2
1997,1999-04-06,836,96,131.0,Roug,2
1997,1999-04-06,836,96,113.0,Roug,2
1997,1999-04-06,836,96,130.0,Roug,2
1997,1999-04-06,836,96,117.0,Roug,2
1997,1999-04-06,836,96,110.0,Roug,2
1997,1999-04-06,836,96,141.0,Roug,2
1997,1999-04-06,836,96,121.0,Roug,2
1997,1999-04-06,836,96,112.0,Roug,2
1997,1999-04-06,836,96,113.0,Roug,2
1997,1999-04-06,836,96,109.0,Roug,2
1997,1999-04-06,836,96,126.0,Roug,2
1997,1999-04-06,836,96,113.0,Roug,2
1997,1999-04-06,836,96,111.0,Roug,2
1997,1999-04-06,836,96,127.0,Roug,2
1997,1999-04-06,836,96,142.0,Roug,2
1997,1999-04-06,836,96,125.0,Roug,2
1997,1999-04-06,836,96,122.0,Roug,2
1997,1999-04-06,836,96,127.0,Roug,2
1997,1999-04-06,836,96,140.0,Roug,2
1997,1999-04-06,836,96,138.0,Roug,2
1997,1999-04-06,836,96,127.0,Roug,2
1997,1999-04-06,836,96,113.0,Roug,2
1997,1999-04-06,836,96,122.0,Roug,2
1997,1999-04-06,836,96,130.0,Roug,2
1997,1999-04-06,836,96,132.0,Roug,2
1997,1999-04-06,836,96,109.0,Roug,2
1997,1999-04-06,836,96,113.0,Roug,2
1997,1999-04-06,836,96,112.0,Roug,2
1997,1999-04-06,836,96,110.0,Roug,2
1997,1999-04-06,836,96,116.0,Roug,2
1997,1999-04-06,836,96,112.0,Roug,2
1997,1999-04-06,836,96,125.0,Roug,2
1997,1999-04-06,836,96,123.0,Roug,2
1997,1999-04-06,836,96,110.0,Roug,2
1997,1999-04-06,836,96,121.0,Roug,2
1997,1999-04-06,836,96,113.0,Roug,2
1997,1999-04-06,836,96,110.0,Roug,2
1997,1999-04-06,836,96,106.0,Roug,2
1997,1999-04-06,836,96,104.0,Roug,2
1997,1999-04-06,836,96,103.0,Roug,2
1997,1999-04-06,836,96,106.0,Roug,2
1997,1999-04-06,836,96,104.0,Roug,2
1997,1999-04-06,836,96,104.0,Roug,2
1997,1999-04-06,836,96,103.0,Roug,2
1997,1999-04-06,836,96,105.0,Roug,2
1997,1999-04-06,836,96,105.0,Roug,2
1997,1999-04-06,836,96,105.0,Roug,2
1997,1999-04-06,836,96,105.0,Roug,2
1997,1999-04-06,836,96,106.0,Roug,2
1997,1999-04-06,836,96,106.0,Roug,2
1997,1999-04-06,836,96,102.0,Roug,2
1997,1999-04-07,837,97,121.0,Roug,2
1997,1999-04-07,837,97,102.25,Roug,2
1997,1999-04-07,837,97,109.0,Roug,2
1997,1999-04-07,837,97,113.0,Roug,2
1997,1999-04-07,837,97,109.0,Roug,2
1997,1999-04-07,837,97,116.0,Roug,2
1997,1999-04-07,837,97,106.96,Roug,2
1997,1999-04-07,837,97,118.0,Roug,2
1997,1999-04-07,837,97,106.0,Roug,2
1997,1999-04-07,837,97,132.0,Roug,2
1997,1999-04-07,837,97,112.0,Roug,2
1997,1999-04-07,837,97,114.0,Roug,2
1997,1999-04-07,837,97,111.0,Roug,2
1997,1999-04-07,837,97,110.0,Roug,2
1997,1999-04-07,837,97,104.38,Roug,2
1997,1999-04-07,837,97,115.0,Roug,2
1997,1999-04-07,837,97,117.0,Roug,2
1997,1999-04-07,837,97,105.87,Roug,2
1997,1999-04-07,837,97,108.81,Roug,2
1997,1999-04-07,837,97,102.0,Roug,2
1997,1999-04-07,837,97,104.0,Roug,2
1997,1999-04-07,837,97,105.0,Roug,2
1997,1999-04-08,838,98,101.87,Roug,2
1997,1999-04-08,838,98,102.96,Roug,2
1997,1999-04-08,838,98,105.48,Roug,2
1997,1999-04-08,838,98,102.72,Roug,2
1997,1999-04-09,839,99,108.21,Roug,2
1997,1999-04-09,839,99,124.0,Roug,2
1997,1999-04-09,839,99,101.4,Roug,2
1997,1999-04-12,842,102,116.0,Roug,2
1997,1999-04-12,842,102,118.0,Roug,2
1997,1999-04-12,842,102,129.0,Roug,2
1997,1999-04-12,842,102,106.23,Roug,2
1997,1999-04-12,842,102,137.0,Roug,2
1997,1999-04-12,842,102,116.0,Roug,2
1997,1999-04-12,842,102,103.23,Roug,2
1997,1999-04-12,842,102,107.2,Roug,2
1997,1999-04-12,842,102,102.25,Roug,2
1997,1999-04-13,843,103,110.0,Roug,2
1997,1999-04-13,843,103,111.0,Roug,2
1997,1999-04-13,843,103,116.0,Roug,2
1997,1999-04-13,843,103,118.0,Roug,2
1997,1999-04-13,843,103,113.0,Roug,2
1997,1999-04-13,843,103,109.0,Roug,2
1997,1999-04-13,843,103,104.37,Roug,2
1997,1999-04-15,845,105,110.0,Roug,2
1997,1999-04-15,845,105,116.0,Roug,2
1997,1999-04-15,845,105,111.0,Roug,2
1997,1999-04-15,845,105,109.0,Roug,2
1997,1999-04-15,845,105,123.0,Roug,2
1997,1999-04-15,845,105,121.0,Roug,2
1997,1999-04-15,845,105,118.0,Roug,2
1997,1999-04-15,845,105,136.0,Roug,2
1997,1999-04-15,845,105,102.04,Roug,2
1997,1999-04-15,845,105,118.0,Roug,2
1997,1999-04-15,845,105,111.0,Roug,2
1997,1999-04-15,845,105,127.0,Roug,2
1997,1999-04-15,845,105,117.0,Roug,2
1997,1999-04-16,846,106,116.0,Roug,2
1997,1999-04-19,849,109,117.0,Roug,2
1997,1999-04-19,849,109,119.0,Roug,2
1997,1999-04-19,849,109,121.0,Roug,2
1997,1999-04-19,849,109,110.0,Roug,2
1997,1999-04-20,850,110,111.0,Roug,2
1997,1999-04-20,850,110,110.0,Roug,2
1997,1999-04-20,850,110,115.0,Roug,2
1997,1999-04-20,850,110,106.05,Roug,2
1997,1999-04-20,850,110,103.1,Roug,2
1997,1999-04-21,851,111,117.0,Roug,2
1997,1999-04-21,851,111,112.0,Roug,2
1997,1999-04-21,851,111,112.0,Roug,2
1997,1999-04-21,851,111,111.0,Roug,2
1997,1999-04-21,851,111,125.0,Roug,2
1997,1999-04-21,851,111,118.0,Roug,2
1997,1999-04-21,851,111,119.0,Roug,2
1997,1999-04-21,851,111,114.0,Roug,2
1997,1999-04-21,851,111,108.0,Roug,2
1997,1999-04-21,851,111,106.33,Roug,2
1997,1999-04-22,852,112,125.0,Roug,2
1997,1999-04-22,852,112,130.0,Roug,2
1997,1999-04-22,852,112,121.0,Roug,2
1997,1999-04-22,852,112,115.0,Roug,2
1997,1999-04-22,852,112,112.0,Roug,2
1997,1999-04-22,852,112,109.0,Roug,2
1997,1999-04-22,852,112,111.0,Roug,2
1997,1999-04-22,852,112,119.0,Roug,2
1997,1999-04-23,853,113,104.66,Roug,2
1997,1999-04-23,853,113,110.0,Roug,2
1997,1999-04-23,853,113,120.0,Roug,2
1997,1999-04-23,853,113,109.0,Roug,2
1997,1999-04-23,853,113,116.0,Roug,2
1997,1999-04-23,853,113,130.0,Roug,2
1997,1999-04-23,853,113,112.0,Roug,2
1997,1999-04-23,853,113,116.0,Roug,2
1997,1999-04-23,853,113,120.0,Roug,2
1997,1999-04-26,856,116,114.0,Roug,2
1997,1999-04-26,856,116,118.0,Roug,2
1997,1999-04-26,856,116,109.0,Roug,2
1997,1999-04-26,856,116,108.0,Roug,2
1997,1999-04-26,856,116,126.0,Roug,2
1997,1999-04-26,856,116,118.0,Roug,2
1997,1999-04-26,856,116,114.0,Roug,2
1997,1999-04-26,856,116,114.0,Roug,2
1997,1999-04-26,856,116,127.0,Roug,2
1997,1999-04-26,856,116,108.0,Roug,2
1997,1999-04-26,856,116,113.0,Roug,2
1997,1999-04-27,857,117,105.43,Roug,2
1997,1999-04-27,857,117,115.0,Roug,2
1997,1999-04-27,857,117,112.0,Roug,2
1997,1999-04-27,857,117,113.0,Roug,2
1997,1999-04-28,858,118,113.0,Roug,2
1997,1999-04-28,858,118,119.0,Roug,2
1997,1999-04-28,858,118,110.0,Roug,2
1997,1999-04-28,858,118,117.0,Roug,2
1997,1999-04-28,858,118,117.0,Roug,2
1997,1999-04-28,858,118,115.0,Roug,2
1997,1999-04-28,858,118,117.0,Roug,2
1997,1999-04-30,860,120,127.0,Roug,2
1997,1999-04-30,860,120,128.0,Roug,2
1997,1999-04-30,860,120,115.0,Roug,2
1997,1999-04-30,860,120,106.0,Roug,2
1997,1999-04-30,860,120,109.0,Roug,2
1997,1999-04-30,860,120,119.0,Roug,2
1997,1999-04-30,860,120,108.0,Roug,2
1997,1999-04-30,860,120,119.0,Roug,2
1997,1999-04-30,860,120,126.0,Roug,2
1997,1999-04-30,860,120,122.0,Roug,2
1997,1999-04-30,860,120,125.0,Roug,2
1997,1999-04-30,860,120,108.0,Roug,2
1997,1999-05-04,864,124,105.52,Roug,2
1997,1999-05-04,864,124,118.0,Roug,2
1997,1999-05-04,864,124,126.0,Roug,2
1997,1999-05-04,864,124,117.0,Roug,2
1997,1999-05-04,864,124,122.0,Roug,2
1997,1999-05-04,864,124,113.0,Roug,2
1997,1999-05-04,864,124,120.0,Roug,2
1997,1999-05-04,864,124,112.0,Roug,2
1997,1999-05-04,864,124,123.0,Roug,2
1997,1999-05-05,865,125,115.0,Roug,2
1997,1999-05-05,865,125,122.0,Roug,2
1997,1999-05-05,865,125,112.0,Roug,2
1997,1999-05-05,865,125,108.0,Roug,2
1997,1999-05-06,866,126,120.0,Roug,2
1997,1999-05-06,866,126,115.0,Roug,2
1997,1999-05-06,866,126,122.0,Roug,2
1997,1999-05-07,867,127,111.0,Roug,2
1997,1999-05-07,867,127,113.0,Roug,2
1997,1999-05-07,867,127,109.0,Roug,2
1997,1999-05-10,870,130,128.0,Roug,2
1997,1999-05-10,870,130,113.0,Roug,2
1997,1999-05-10,870,130,125.0,Roug,2
1997,1999-05-10,870,130,120.0,Roug,2
1997,1999-05-10,870,130,111.0,Roug,2
1997,1999-05-10,870,130,114.0,Roug,2
1997,1999-05-10,870,130,116.0,Roug,2
1997,1999-05-10,870,130,116.0,Roug,2
1997,1999-05-10,870,130,120.0,Roug,2
1997,1999-05-10,870,130,128.0,Roug,2
1997,1999-05-10,870,130,110.0,Roug,2
1997,1999-05-10,870,130,119.0,Roug,2
1997,1999-05-12,872,132,121.0,Roug,2
1997,1999-05-13,873,133,120.0,Roug,2
1997,1999-05-13,873,133,119.0,Roug,2
1997,1999-05-13,873,133,121.0,Roug,2
1997,1999-05-13,873,133,129.0,Roug,2
1997,1999-05-17,877,137,116.0,Roug,2
1997,1999-05-25,885,145,138.0,Roug,2
